code_module,code_presentation,guid_student_id,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,imputed_demo,imd_band_ord,age_band_ord,n_assessments,n_finished,mean_score_raw,submission_rate,weighted_score,n_exam,total_clicks,mean_clicks,active_sessions,active_weeks,n_resource_types,y_pass,risk_composite,y_risk_ordinal,y_score_reg,cluster
EG043,2024J,9D40A99B-D248-47D6-9B17-9B3F7FB2027F,F,Cleveland DSC,A Level or Equivalent,40-50%,25-30,3.0,23.0,N,inProgress,0,4,2,9.0,3.0,0.8688888888888889,0.3333333333333333,2.86,3.0,364.0,6.5,56.0,7.0,6.0,1,0.5695157480591011,2,2.86,1
EG043,2024J,92D5832E-12F4-4F98-AA56-E05FEA5A8AD4,F,Cleveland DSC,A Level or Equivalent,20-30%,20-25,3.0,31.0,N,inProgress,0,2,1,6.0,2.0,0.2783333333333333,0.3333333333333333,1.04375,2.0,76.0,3.04,25.0,6.0,4.0,0,-0.5092029569839414,1,1.04375,0
EG043,2024J,60106273-33C2-4E51-A62A-7AC742F380D7,F,Cleveland DSC,A Level or Equivalent,20-30%,25-30,6.0,88.0,N,inProgress,0,2,2,9.0,1.0,1.0,0.1111111111111111,4.090909090909091,3.0,192.0,6.4,30.0,5.0,5.0,1,0.43424400610154035,1,4.090909090909091,1
EG043,2024J,D0240289-C01A-4747-A1A9-2B3671425574,F,Cleveland DSC,A Level or Equivalent,20-30%,20-25,6.0,35.0,N,inProgress,0,2,1,6.0,1.0,0.6666666666666666,0.16666666666666666,2.5,2.0,110.0,6.111111111111111,18.0,5.0,6.0,1,-0.10890441229883634,1,2.5,0
EG043,2024J,05C30D9C-82CF-49B6-A50D-5A338196B5BD,F,Cleveland DSC,A Level or Equivalent,20-30%,20-25,3.0,44.0,N,inProgress,0,2,1,11.0,2.0,0.7063636363636363,0.18181818181818182,3.088181818181818,3.0,316.0,7.022222222222222,45.0,7.0,6.0,1,0.5064169105847016,1,3.088181818181818,1
EG043,2024J,03D8FEF0-2F12-47D1-ABBB-1B7571003DE2,F,Cleveland DSC,A Level or Equivalent,20-30%,18-20,2.0,34.0,N,inProgress,0,2,0,6.0,1.0,0.5,0.16666666666666666,3.0,1.0,50.0,3.3333333333333335,15.0,3.0,4.0,1,-0.14057173975716647,1,3.0,0
EG043,2024J,873BAC2D-2CA8-4289-825D-72AF1968E82E,F,Cleveland DSC,A Level or Equivalent,20-30%,30-35,8.0,2.0,N,inProgress,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.9179313712805823,0,0.0,0
EG043,2024J,59F101AE-AAF3-4E3C-BFAC-1A27424D1B6E,F,Cleveland DSC,A Level or Equivalent,20-30%,25-30,2.0,3.0,N,inProgress,0,2,2,9.0,2.0,0.7711111111111111,0.2222222222222222,2.8018181818181818,3.0,399.0,6.045454545454546,66.0,7.0,6.0,1,0.6393074273987004,2,2.8018181818181818,1
EG043,2024J,312944FC-5377-4E2A-B38F-970A773FEBDD,F,Wu DSC,A Level or Equivalent,20-30%,20-25,2.0,37.0,N,inProgress,0,2,1,3.0,1.0,0.65,0.3333333333333333,1.95,1.0,49.0,8.166666666666666,6.0,3.0,4.0,1,-0.37371712459887163,1,1.95,1
EG043,2024J,36DA4A55-6B07-4F8B-9CE7-A013A2E3A0DF,F,Peter Chen,A Level or Equivalent,50-60%,20-25,5.0,52.0,N,inProgress,0,5,1,4.0,3.0,3.4475000000000002,0.75,5.033636363636364,3.0,111.0,13.875,8.0,4.0,3.0,1,0.45033853883188507,1,5.033636363636364,2
EG043,2024J,7D96E4A3-C194-40EB-86A9-188631D600D3,F,Cleveland DSC,A Level or Equivalent,20-30%,20-25,1.0,16.0,N,inProgress,0,2,1,12.0,3.0,0.7016666666666667,0.25,2.8654545454545453,3.0,500.0,7.462686567164179,67.0,7.0,6.0,1,0.8915962193245599,2,2.8654545454545453,1
EG043,2024J,9DE77CB1-53EE-4DBD-BD9C-A6A172DBC33C,M,Cleveland DSC,A Level or Equivalent,20-30%,18-20,2.0,17.0,N,inProgress,0,2,0,8.0,2.0,0.53125,0.25,2.65625,2.0,173.0,6.407407407407407,27.0,4.0,6.0,1,0.07408241127372857,1,2.65625,1
EG043,2024J,AA02D69A-63EC-41FC-B099-35D59CCAD264,F,Cleveland DSC,A Level or Equivalent,20-30%, > 35,1.0,12.0,N,inProgress,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.9179313712805823,0,0.0,0
EG043,2024J,F1F5CBCD-F979-4FBE-ADA0-C628DD99E63F,F,Cleveland DSC,A Level or Equivalent,20-30%,18-20,3.0,29.0,N,inProgress,0,2,0,8.0,1.0,0.14,0.125,1.12,1.0,162.0,4.628571428571429,35.0,6.0,4.0,1,-0.2895330873837424,1,1.12,0
EG043,2024J,D3428E0C-B6FC-4BD5-BC9D-71E78412E3CB,F,Cleveland DSC,A Level or Equivalent,20-30%,18-20,1.0,15.0,N,inProgress,0,2,0,12.0,2.0,0.8333333333333334,0.16666666666666666,3.8181818181818183,3.0,474.0,10.772727272727273,44.0,7.0,6.0,1,1.0396570008973598,2,3.8181818181818183,1
EG043,2024J,06E4EFFC-4E03-47BF-8DCB-53A290BD3506,F,Cleveland DSC,A Level or Equivalent,60-70%,18-20,1.0,0.0,N,inProgress,0,6,0,12.0,3.0,1.3516666666666666,0.25,6.023636363636364,3.0,634.0,10.745762711864407,59.0,7.0,6.0,1,1.9019151721430887,2,6.023636363636364,1
EG043,2024J,220C6049-7282-4E07-98D6-9B530D15AD83,F,Cleveland DSC,A Level or Equivalent,20-30%,18-20,1.0,0.0,N,inProgress,0,2,0,4.0,0.0,0.0,0.0,0.0,1.0,60.0,4.285714285714286,14.0,4.0,5.0,0,-0.7763659669478902,1,0.0,0
